No,NPSN,Nama Satuan Pendidikan,Alamat,Kelurahan,Status,Kode Wilayah,Jenis Sekolah,Kecamatan,Alamat Lengkap,Country,Coordinates,Address found,lattitude,Longitude
5,69759630.0,KOBER AN-NUR,MALEBER UTARA,Maleber,SWASTA,26018,KB,Andir,"MALEBER UTARA, Kel. Maleber, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9044517,107.5736739","Jl. Maleber Utara, Maleber, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",-6.9044517,107.5736739
6,69759629.0,KOBER ANGGREK,RAJAWALI BARAT,Maleber,SWASTA,26018,KB,Andir,"RAJAWALI BARAT, Kel. Maleber, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9109726,107.5703488","Halte Rajawali Barat, Jl. Rajawali Barat, Maleber, Kec. Andir, Kabupaten Bandung, Jawa Barat 40184, Indonesia",-6.9109726,107.5703488
7,69759636.0,KOBER IMANDA,Jl. Halteu Utara VI No. 1,Dungus Cariang,SWASTA,26018,KB,Andir,"Jl. Halteu Utara VI No. 1, Kel. Dungus Cariang, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9101368,107.5793437","Jl. Halteu Utara VI No.1, Dungus Cariang, Kec. Andir, Kota Bandung, Jawa Barat 40183, Indonesia",-6.9101368,107.5793437
8,69759635.0,KOBER KARTINI,JL MALEBER UTARA RT01 RW04,Garuda,SWASTA,26018,KB,Andir,"JL MALEBER UTARA RT01 RW04, Kel. Garuda, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9070436,107.5775876","Jl. Maleber Utara, Garuda, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",-6.9070436,107.5775876
9,69924543.0,KOBER MATAHARI,Jl. Maleber Utara No. 29 RT 01 RW 07,Maleber,SWASTA,26018,KB,Andir,"Jl. Maleber Utara No. 29 RT 01 RW 07, Kel. Maleber, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",id,"-6.905300599999999,107.573902","Jl. Maleber Utara Gg. Bakti 8 No.29, RT.03/RW.07, Maleber, Kec. Andir, Kota Bandung, Jawa Barat 40184, Indonesia",-6.9053006,107.573902
10,69921627.0,KOBER MEKAR ARUM,Jl. Maleber Barat No. 157/187B,Maleber,SWASTA,26018,KB,Andir,"Jl. Maleber Barat No. 157/187B, Kel. Maleber, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",id,"-6.903893999999999,107.5724112","Jl. Maleber Barat No.157 187b, Maleber, Kec. Andir, Kota Bandung, Jawa Barat 40184, Indonesia",-6.903894,107.5724112
11,69920953.0,PAUD AL-GHIFARY,Jl. Rajawali I No. 3,Garuda,SWASTA,26018,KB,Andir,"Jl. Rajawali I No. 3, Kel. Garuda, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",id,"-6.913282799999999,107.5771428","Jl. Rajawali I No.3, Garuda, Kec. Andir, Kota Bandung, Jawa Barat 40184, Indonesia",-6.9132828,107.5771428
12,69759638.0,PAUD ASTER,JL RAJAWALI TIMUR RT02/06,Ciroyom,SWASTA,26018,KB,Andir,"JL RAJAWALI TIMUR RT02/06, Kel. Ciroyom, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9161302,107.5870842","Jl. Rajawali Timur, Ciroyom, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",-6.9161302,107.5870842
13,69759634.0,PAUD DADALI,MALEBER UTARA NO 85/187A,Garuda,SWASTA,26018,KB,Andir,"MALEBER UTARA NO 85/187A, Kel. Garuda, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",id,"-6.908360099999999,107.5768721","Jl. Maleber Utara No.85 187a, Maleber, Kec. Andir, Kota Bandung, Jawa Barat 40184, Indonesia",-6.9083601,107.5768721
14,69759778.0,PAUD SEJAHTERA,JL ANDIR SUADAYA NO 9,Ciroyom,SWASTA,26018,KB,Andir,"JL ANDIR SUADAYA NO 9, Kel. Ciroyom, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9131693,107.5838132","Jl. Andir Swadaya No.9, Ciroyom, Kec. Andir, Kota Bandung, Jawa Barat 40182, Indonesia",-6.9131693,107.5838132
15,69920956.0,PAUD SENYUM ANANDA,Jl. Babakan Cianjur No. 4 A RT. 06 RW. 07 Kel. Campaka Kec. Andir,Campaka,SWASTA,26018,KB,Andir,"Jl. Babakan Cianjur No. 4 A RT. 06 RW. 07 Kel. Campaka Kec. Andir, Kel. Campaka, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8925942,107.5638064","Jl. Babakan Cianjur No.4, Sukaraja, Kec. Cicendo, Kota Bandung, Jawa Barat 40175, Indonesia",-6.8925942,107.5638064
1,69759640.0,KB ARUY,Jl. Cipedes Hegar I Blok No. 33,Pajajaran,SWASTA,26019,KB,Cicendo,"Jl. Cipedes Hegar I Blok No. 33, Kel. Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8982002,107.5893902","Jl. Cipedes Hegar, Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat 40173, Indonesia",-6.8982002,107.5893902
2,69989280.0,KB HANDAYANI 79,Jl. Pamoyanan No. 8/65 RT.08/03,Pamoyanan,SWASTA,26019,KB,Cicendo,"Jl. Pamoyanan No. 8/65 RT.08/03, Kel. Pamoyanan, Kec. Cicendo, Kota Bandung, Jawa Barat, Indonesia",id,"-6.904228,107.5957013","Jl. Pamoyanan No.8 65, Pamoyanan, Kec. Cicendo, Kota Bandung, Jawa Barat 40173, Indonesia",-6.904228,107.5957013
3,70051794.0,KB MAIN RIANG,Jl. Babakan Radio No. 25 RT 04 RW 02,Sukaraja,SWASTA,26019,KB,Cicendo,"Jl. Babakan Radio No. 25 RT 04 RW 02, Kel. Sukaraja, Kec. Cicendo, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8915169,107.5652832","Jl. Babakan Radio No.25, Campaka, Kec. Andir, Kota Bandung, Jawa Barat 40175, Indonesia",-6.8915169,107.5652832
4,69759639.0,KB PERMATA HATI,Jl. Citepus II No. 4,Pajajaran,SWASTA,26019,KB,Cicendo,"Jl. Citepus II No. 4, Kel. Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat, Indonesia",id,"-6.903299899999999,107.588592","Jl. Citepus II No.4, Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat 40173, Indonesia",-6.9032999,107.588592
5,70050168.0,KB RUMAH SINGGAH FRESH KIDS,Jl. Citepus I No. 15,Arjuna,SWASTA,26019,KB,Cicendo,"Jl. Citepus I No. 15, Kel. Arjuna, Kec. Cicendo, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9027314,107.5857278","Jl. Citepus 1 No.15, Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat 40173, Indonesia",-6.9027314,107.5857278
6,70027244.0,KB SEKOLAH HIGHSCOPE INDONESIA BANDUNG,Jl. Dr. Sukimin No. 9,Pasirkaliki,SWASTA,26019,KB,Cicendo,"Jl. Dr. Sukimin No. 9, Kel. Pasirkaliki, Kec. Cicendo, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9012401,107.6016504","Jl. Dr. Sukimin No.9, Pasir Kaliki, Kec. Cicendo, Kota Bandung, Jawa Barat 40171, Indonesia",-6.9012401,107.6016504
7,69921623.0,KOBER AL-BAROKAH,Jl. Gunung Batu Gg. Pancuran 7 Cidamar RT03 RW,Sukaraja,SWASTA,26019,KB,Cicendo,"Jl. Gunung Batu Gg. Pancuran 7 Cidamar RT03 RW, Kel. Sukaraja, Kec. Cicendo, Kota Bandung, Jawa Barat, Indonesia",id,"-6.888551499999999,107.5720704","Jl. Cidamar No.7, RT.01/RW.01, Pasirkaliki, Kec. Cimahi Utara, Kota Cimahi, Jawa Barat 41514, Indonesia",-6.8885515,107.5720704
8,69931943.0,KOBER AL-FATAH AL-HASAN,Jl. Gunung Batu No. 31,Sukaraja,SWASTA,26019,KB,Cicendo,"Jl. Gunung Batu No. 31, Kel. Sukaraja, Kec. Cicendo, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8937668,107.5615691","Jl. Gn. Batu No.31, Sukaraja, Kec. Cicendo, Kota Bandung, Jawa Barat 40175, Indonesia",-6.8937668,107.5615691
9,69921621.0,KOBER BINTANG-BINTANG,Jl. Terusan Megasari No. 22,Sukaraja,SWASTA,26019,KB,Cicendo,"Jl. Terusan Megasari No. 22, Kel. Sukaraja, Kec. Cicendo, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8967179,107.5697813","Jl. Terusan Megasari No.22, RT.03/RW.05, Sukaraja, Kec. Cicendo, Kota Bandung, Jawa Barat 40175, Indonesia",-6.8967179,107.5697813
10,69759642.0,KOBER FAMILY FEST,Jl. Megasari No.17-23,Sukaraja,SWASTA,26019,KB,Cicendo,"Jl. Megasari No.17-23, Kel. Sukaraja, Kec. Cicendo, Kota Bandung, Jawa Barat, Indonesia",id,"-6.896609799999999,107.568794","Jl. Mega Sari No.17, Sukaraja, Kec. Cicendo, Kota Bandung, Jawa Barat 40175, Indonesia",-6.8966098,107.568794
11,69921626.0,PAUD ANGKASA,Jl. Pajajaran No. 148 RT.04 RW.07,Pajajaran,SWASTA,26019,KB,Cicendo,"Jl. Pajajaran No. 148 RT.04 RW.07, Kel. Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9059301,107.5864553","Jl. Pajajaran No.148, Pajajaran, Kec. Cicendo, Kota Bandung, Jawa Barat 40174, Indonesia",-6.9059301,107.5864553
12,69923042.0,PAUD SAMIAJI MANDIRI,Jl. Semar Dalam No. 76,Arjuna,SWASTA,26019,KB,Cicendo,"Jl. Semar Dalam No. 76, Kel. Arjuna, Kec. Cicendo, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9094299,107.5967619","Jl. Semar Dalam No.76, Arjuna, Kec. Cicendo, Kota Bandung, Jawa Barat 40172, Indonesia",-6.9094299,107.5967619
1,69759643.0,KB AZ-ZAHRA,CIHAMPELAS/CIMAUNG,Taman Sari,SWASTA,26020,KB,Bandung Wetan,"CIHAMPELAS/CIMAUNG, Kel. Taman Sari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat, Indonesia",id,"-6.897365799999999,107.604108","Jl. Cihampelas Gg. Cimaung rw07, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116, Indonesia",-6.8973658,107.604108
2,70041031.0,KB KAMIKINDE,Jl. Cisangkuy No. 46,Citarum,SWASTA,26020,KB,Bandung Wetan,"Jl. Cisangkuy No. 46, Kel. Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9031535,107.6229101","Jl. Cisangkuy No.46, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115, Indonesia",-6.9031535,107.6229101
3,69759645.0,KB KARANGSARI,TAMANSARI GG. H. UNENSOMANTRI,Taman Sari,SWASTA,26020,KB,Bandung Wetan,"TAMANSARI GG. H. UNENSOMANTRI, Kel. Taman Sari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9009643,107.6076735","Gg hj Gg. H. Unen Sumantri, RT.4/RW.13, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116, Indonesia",-6.9009643,107.6076735
4,70043135.0,KB LINK MONTESSORI SCHOOL,Jl. Banda No. 25,Citarum,SWASTA,26020,KB,Bandung Wetan,"Jl. Banda No. 25, Kel. Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat, Indonesia",id,"-6.904688699999999,107.6163335","Jl. Banda No.25, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115, Indonesia",-6.9046887,107.6163335
5,69967185.0,KB MITRA TANAYA,Jl. Sulanjana 11A,Taman Sari,SWASTA,26020,KB,Bandung Wetan,"Jl. Sulanjana 11A, Kel. Taman Sari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8999393,107.6108969","Jl. Sulanjana No.11A, Tamansari, Kec. Bandung Wetan, Jawa Barat, 40116, Indonesia",-6.8999393,107.6108969
6,69759644.0,KB MUTIARA IBU,JL. KEBON BIBIT UTARA II,Taman Sari,SWASTA,26020,KB,Bandung Wetan,"JL. KEBON BIBIT UTARA II, Kel. Taman Sari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8970293,107.6073191","Jl. Kb. Bibit Utara II, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116, Indonesia",-6.8970293,107.6073191
7,70051791.0,KB ROUDHOTUL HASANAH,Jl. Linggawastu Dalam No. 252-25,Taman Sari,SWASTA,26020,KB,Bandung Wetan,"Jl. Linggawastu Dalam No. 252-25, Kel. Taman Sari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9018171,107.6059323","Jl. Linggawastu, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116, Indonesia",-6.9018171,107.6059323
8,70056484.0,KOBER AL FIRDAUS,Jl. Kebon Bibit Utara Dlm No. 12,Taman Sari,SWASTA,26020,KB,Bandung Wetan,"Jl. Kebon Bibit Utara Dlm No. 12, Kel. Taman Sari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat, Indonesia",id,"-6.896605,107.6069953","Jl. Kb. Bibit Utara, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116, Indonesia",-6.896605,107.6069953
9,69922516.0,PAUD AL-BAROKAH,Jl. Cihampelas Gg. Cimaung,Taman Sari,SWASTA,26020,KB,Bandung Wetan,"Jl. Cihampelas Gg. Cimaung, Kel. Taman Sari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat, Indonesia",id,"-6.897365799999999,107.604108","Jl. Cihampelas Gg. Cimaung rw07, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116, Indonesia",-6.8973658,107.604108
1,69921736.0,KB KHODIMUL UMMAT,Jl. Sekepondok II No.71,Padasuka,SWASTA,26021,KB,Cibeunying Kidul,"Jl. Sekepondok II No.71, Kel. Padasuka, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9043427,107.6455617","Jl. Cikutra Gg. Sekepondok II No.71, Padasuka, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40125, Indonesia",-6.9043427,107.6455617
2,69981429.0,KOBER AL ANSHOR,Jl. Bojong Koneng RT.04/15,Sukapada,SWASTA,26021,KB,Cibeunying Kidul,"Jl. Bojong Koneng RT.04/15, Kel. Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8916854,107.6451447","Jl. Bojong Koneng, Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",-6.8916854,107.6451447
3,70044720.0,KOBER AL-FATH,Jl. Sukarajin I No. 4,Cikutra,SWASTA,26021,KB,Cibeunying Kidul,"Jl. Sukarajin I No. 4, Kel. Cikutra, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9012292,107.6383273","Jl. Sukarajin I No.4, Cikutra, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40124, Indonesia",-6.9012292,107.6383273
4,69934957.0,KOBER AL-IANAH,Jl. Jembar I No. 79/143B,Cicadas,SWASTA,26021,KB,Cibeunying Kidul,"Jl. Jembar I No. 79/143B, Kel. Cicadas, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.909483199999999,107.6399573","Gg. Jembar I No.79, Cicadas, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40121, Indonesia",-6.9094832,107.6399573
5,69960257.0,KOBER ANGGREK MERAH,Jl. Asep Berlian Gg. Darma Bakti No. 31,Cikutra,SWASTA,26021,KB,Cibeunying Kidul,"Jl. Asep Berlian Gg. Darma Bakti No. 31, Kel. Cikutra, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9069431,107.6399987","Jl. Asep Berlian, Cikutra, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",-6.9069431,107.6399987
6,69988950.0,KOBER AQILAH,JL. SUKASIRNA NO.67/138B RT.03 RW.11,Padasuka,SWASTA,26021,KB,Cibeunying Kidul,"JL. SUKASIRNA NO.67/138B RT.03 RW.11, Kel. Padasuka, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9027717,107.6474018","Jl. Sukasirna No.67 138b, Padasuka, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40125, Indonesia",-6.9027717,107.6474018
7,69921737.0,KOBER AR-RASYID,Jl.Babakan Baru No. 41 RT.003 RW.011,Sukapada,SWASTA,26021,KB,Cibeunying Kidul,"Jl.Babakan Baru No. 41 RT.003 RW.011, Kel. Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8970736,107.6470693","Jl. Babakan Baru No.41, Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40125, Indonesia",-6.8970736,107.6470693
8,69922520.0,KOBER BAITURRAHMAN,Jl. Leumah Neundeut II No. 151/142B,Cikutra,SWASTA,26021,KB,Cibeunying Kidul,"Jl. Leumah Neundeut II No. 151/142B, Kel. Cikutra, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9044992,107.6394616","Jl. Lemah Neundeut, Cikutra, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40124, Indonesia",-6.9044992,107.6394616
9,69923039.0,KOBER CENDIKIA,Jl. Bojong Koneng No. 139,Sukapada,SWASTA,26021,KB,Cibeunying Kidul,"Jl. Bojong Koneng No. 139, Kel. Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8927736,107.6444397","Jl. Bojong Koneng No.139, Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40191, Indonesia",-6.8927736,107.6444397
10,69921631.0,KOBER CERDAS CERIA,Jl. Cicadas Pasar II No. 16/142D,Cikutra,SWASTA,26021,KB,Cibeunying Kidul,"Jl. Cicadas Pasar II No. 16/142D, Kel. Cikutra, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9074845,107.642552","Jl. Cicadas Ps. II No.16 142D, Cikutra, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40124, Indonesia",-6.9074845,107.642552
11,69980911.0,KOBER FATIMAH AZ-ZAHRA,Jl. Sukarajin II No. 08 RT.02 RW. 12,Cikutra,SWASTA,26021,KB,Cibeunying Kidul,"Jl. Sukarajin II No. 08 RT.02 RW. 12, Kel. Cikutra, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9021441,107.6391535","Jl. Sukarajin II No.8, Cikutra, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40124, Indonesia",-6.9021441,107.6391535
12,69980621.0,KOBER FATTAHUL FIKRI,Jl. PHH Mustofa No. 77 RT.06/02,Sukapada,SWASTA,26021,KB,Cibeunying Kidul,"Jl. PHH Mustofa No. 77 RT.06/02, Kel. Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9000562,107.6448882","Jl. Khp Hasan Mustopa No.77, Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40125, Indonesia",-6.9000562,107.6448882
13,70044723.0,KOBER GUMBIRA,Jl. Awi Bitung No. 235/143B,Cicadas,SWASTA,26021,KB,Cibeunying Kidul,"Jl. Awi Bitung No. 235/143B, Kel. Cicadas, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9074199,107.6385809","Jalan Terusan Jl. Awi Bitung No.235 143b, Cicadas, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40121, Indonesia",-6.9074199,107.6385809
14,69988902.0,KOBER INSAN KAMIL,JL. CITAMIANG NO. 19 RT.05 RW.08,Sukamaju,SWASTA,26021,KB,Cibeunying Kidul,"JL. CITAMIANG NO. 19 RT.05 RW.08, Kel. Sukamaju, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.909951299999999,107.6365847","Jl. Citamiang No.19, Sukamaju, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40121, Indonesia",-6.9099513,107.6365847
15,69759646.0,KOBER JISAN MANDIRI,Jl. Babakan Haji Tamim RT 03 RW 06,Padasuka,SWASTA,26021,KB,Cibeunying Kidul,"Jl. Babakan Haji Tamim RT 03 RW 06, Kel. Padasuka, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.905526,107.6474838","Jl. Babakan H. Tamim, Padasuka, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40125, Indonesia",-6.905526,107.6474838
16,69951949.0,KOBER LENTERA,Komplek DU. F.44 Pasirleutik,Sukapada,SWASTA,26021,KB,Cibeunying Kidul,"Komplek DU. F.44 Pasirleutik, Kel. Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8928201,107.6484673","4J4X+V9G, Sukapada, Cibeunying Kidul, Bandung City, West Java 40125, Indonesia",-6.8928201,107.6484673
17,69980961.0,KOBER NURUL IMAN,"Jl. Phh. Mustofa , gg. Sukaharja I RT. 05 RW. 03",Sukapada,SWASTA,26021,KB,Cibeunying Kidul,"Jl. Phh. Mustofa , gg. Sukaharja I RT. 05 RW. 03, Kel. Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8998699,107.6461038","Gg. Sukaharja 1, Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",-6.8998699,107.6461038
18,69759649.0,KOBER SITI MASITOH,NEGLASARI SELATAN V NO.30,Padasuka,SWASTA,26021,KB,Cibeunying Kidul,"NEGLASARI SELATAN V NO.30, Kel. Padasuka, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9029322,107.6472494","Jl. Neglasari Selatan, Padasuka, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",-6.9029322,107.6472494
19,69759650.0,KOBER TUNAS BANGSA,Bbk. Cihapit I Rt02/ Rw08,Pasirlayung,SWASTA,26021,KB,Cibeunying Kidul,"Bbk. Cihapit I Rt02/ Rw08, Kel. Pasirlayung, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.901056,107.6553694","Jl. BBK Sukatma, Pasirlayung, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",-6.901056,107.6553694
20,69759652.0,KOBER TUNAS HARAPAN,Jl. Babakan Baru No. 32,Sukapada,SWASTA,26021,KB,Cibeunying Kidul,"Jl. Babakan Baru No. 32, Kel. Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8971382,107.6483392","Jl. Babakan Baru No.32, Sukapada, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40125, Indonesia",-6.8971382,107.6483392
1,69922522.0,KB AL-BATTANI,Jl. Cigadung Wetan,Cigadung,SWASTA,26022,KB,Cibeunying Kaler,"Jl. Cigadung Wetan, Kel. Cigadung, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8779595,107.6289561","Jl. Cigadung Wetan, Cigadung, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40191, Indonesia",-6.8779595,107.6289561
2,69759659.0,KB AL-MANNAN CENDEKIA,Jl. Cigadung Raya Barat,Cigadung,SWASTA,26022,KB,Cibeunying Kaler,"Jl. Cigadung Raya Barat, Kel. Cigadung, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8757264,107.6230393","Jl. Cigadung Raya Barat, Cigadung, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat, Indonesia",-6.8757264,107.6230393
3,69968828.0,KB AL-MUMIN,Jl. Cigadung Raya Barat Gg. Cigadung Kaler I,Cigadung,SWASTA,26022,KB,Cibeunying Kaler,"Jl. Cigadung Raya Barat Gg. Cigadung Kaler I, Kel. Cigadung, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8773033,107.6232585","Gg. Cigadung Kaler I, Cigadung, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40191, Indonesia",-6.8773033,107.6232585
4,69925576.0,KB AN-NUUR,Jl. Cukangkawung No. 29,Cigadung,SWASTA,26022,KB,Cibeunying Kaler,"Jl. Cukangkawung No. 29, Kel. Cigadung, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8898705,107.633228","Jl. Cukang Kawung No.29, Cigadung, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40191, Indonesia",-6.8898705,107.633228
5,69759657.0,KB ATINIDI,Jl. Gagak No. 112,Sukaluyu,SWASTA,26022,KB,Cibeunying Kaler,"Jl. Gagak No. 112, Kel. Sukaluyu, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8956814,107.6271839","Jl. Gagak No.112, Sukaluyu, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40134, Indonesia",-6.8956814,107.6271839
6,69946477.0,KB AVICENNA,Jl. Sido Mulyo No 14,Sukaluyu,SWASTA,26022,KB,Cibeunying Kaler,"Jl. Sido Mulyo No 14, Kel. Sukaluyu, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.893476199999999,107.6322059","Jl. Sido Mulyo No.14, Sukaluyu, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40123, Indonesia",-6.8934762,107.6322059
7,69928937.0,KB FLAMBOYAN,Jl. Kawung Ungu No. 16,Sukaluyu,SWASTA,26022,KB,Cibeunying Kaler,"Jl. Kawung Ungu No. 16, Kel. Sukaluyu, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8967763,107.6319182","Jl. Kawung Ungu No.16, Sukaluyu, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat, Indonesia",-6.8967763,107.6319182
8,69923049.0,KB GOLDEN KIDS,Jl. Terusan Cisokan No. 7,Cihaurgeulis,SWASTA,26022,KB,Cibeunying Kaler,"Jl. Terusan Cisokan No. 7, Kel. Cihaurgeulis, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9023797,107.632534","Jl. Terusan Cisokan No.7, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40122, Indonesia",-6.9023797,107.632534
9,69971927.0,KB MAWAR,JL. JALAPRANG NO. 69 RT.02 RW.09,Sukaluyu,SWASTA,26022,KB,Cibeunying Kaler,"JL. JALAPRANG NO. 69 RT.02 RW.09, Kel. Sukaluyu, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.897688899999999,107.6310665","Jl. Jalaprang No.69, Sukaluyu, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40123, Indonesia",-6.8976889,107.6310665
10,69759655.0,KB MIFTAHULHUDA,Jl. Sukamantri II No. 91/144D,Sukaluyu,SWASTA,26022,KB,Cibeunying Kaler,"Jl. Sukamantri II No. 91/144D, Kel. Sukaluyu, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat, Indonesia",id,"-6.8980887,107.6263181","Jl. Sukamantri II No.91 144d, RW.02, Sukaluyu, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40123, Indonesia",-6.8980887,107.6263181
