_geojson,No,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG,Lattitude,longitude,<img>,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.760194,-6.901949],[107.759964,-6.907264],[107.759213,-6.912532],[107.75795,-6.9177],[107.756185,-6.922719],[107.753937,-6.927542],[107.751226,-6.932121],[107.748079,-6.936413],[107.744527,-6.940376],[107.740603,-6.943971],[107.736345,-6.947165],[107.731794,-6.949927],[107.726994,-6.952229],[107.721991,-6.95405],[107.716833,-6.955373],[107.711571,-6.956184],[107.706254,-6.956475],[107.700935,-6.956245],[107.695663,-6.955494],[107.690491,-6.954231],[107.685468,-6.952467],[107.680641,-6.950219],[107.676059,-6.94751],[107.671764,-6.944364],[107.667799,-6.940813],[107.664201,-6.936891],[107.661005,-6.932636],[107.658242,-6.928087],[107.655939,-6.92329],[107.654117,-6.918291],[107.652795,-6.913137],[107.651984,-6.907878],[107.651693,-6.902565],[107.651925,-6.897249],[107.652677,-6.891982],[107.653942,-6.886814],[107.655707,-6.881794],[107.657957,-6.876972],[107.660669,-6.872393],[107.663816,-6.868101],[107.667369,-6.864139],[107.671294,-6.860544],[107.675552,-6.857351],[107.680103,-6.85459],[107.684903,-6.852288],[107.689905,-6.850468],[107.695061,-6.849146],[107.700323,-6.848336],[107.705638,-6.848045],[107.710956,-6.848276],[107.716227,-6.849027],[107.721398,-6.850291],[107.72642,-6.852054],[107.731245,-6.854302],[107.735826,-6.857011],[107.74012,-6.860156],[107.744085,-6.863706],[107.747682,-6.867628],[107.750878,-6.871883],[107.753641,-6.87643],[107.755945,-6.881227],[107.757767,-6.886226],[107.759091,-6.891379],[107.759902,-6.896637],[107.760194,-6.901949]]]},""properties"":{""No"":114,""Kecamatan SPPG"":""UJUNGBERUNG"",""Kelurahan/Desa SPPG"":""PASIRWANGI"",""Alamat SPPG"":""Komplek Cinangka Harja Nomor 148 Rt 003 Rw 005, Pasirwangi, Kecamatan Ujungberung, Kota Bandung, Jawa Barat"",""Nama SPPG"":""SPPG Kota Bandung Ujungberung Pasirwangi"",""Lattitude"":-6.9022602,""longitude"":107.705945,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",114,UJUNGBERUNG,PASIRWANGI,"Komplek Cinangka Harja Nomor 148 Rt 003 Rw 005, Pasirwangi, Kecamatan Ujungberung, Kota Bandung, Jawa Barat",SPPG Kota Bandung Ujungberung Pasirwangi,-6.9022602,107.705945,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.680375,-6.948494],[107.680144,-6.953809],[107.679393,-6.959076],[107.678128,-6.964245],[107.676363,-6.969265],[107.674114,-6.974087],[107.671402,-6.978666],[107.668254,-6.982958],[107.6647,-6.98692],[107.660775,-6.990516],[107.656516,-6.993709],[107.651964,-6.99647],[107.647163,-6.998772],[107.642159,-7.000593],[107.637,-7.001915],[107.631737,-7.002725],[107.626419,-7.003016],[107.621099,-7.002785],[107.615827,-7.002033],[107.610654,-7.000769],[107.60563,-6.999004],[107.600803,-6.996756],[107.59622,-6.994046],[107.591925,-6.9909],[107.58796,-6.987348],[107.584362,-6.983425],[107.581166,-6.979169],[107.578403,-6.97462],[107.5761,-6.969822],[107.574279,-6.964822],[107.572957,-6.959668],[107.572147,-6.954408],[107.571857,-6.949095],[107.572089,-6.943779],[107.572842,-6.938512],[107.574108,-6.933343],[107.575874,-6.928323],[107.578125,-6.923501],[107.580837,-6.918922],[107.583986,-6.914631],[107.58754,-6.910669],[107.591466,-6.907074],[107.595725,-6.903881],[107.600277,-6.901121],[107.605078,-6.89882],[107.610081,-6.897],[107.615239,-6.895679],[107.620501,-6.894869],[107.625817,-6.894579],[107.631136,-6.894811],[107.636407,-6.895562],[107.641579,-6.896827],[107.646602,-6.898591],[107.651427,-6.900839],[107.656009,-6.903549],[107.660303,-6.906695],[107.664268,-6.910246],[107.667866,-6.914168],[107.671062,-6.918424],[107.673825,-6.922972],[107.676128,-6.927769],[107.67795,-6.932769],[107.679273,-6.937922],[107.680084,-6.943181],[107.680375,-6.948494]]]},""properties"":{""No"":115,""Kecamatan SPPG"":""LENGKONG"",""Kelurahan/Desa SPPG"":""CIJAGRA"",""Alamat SPPG"":""Jl. Cijagra No 73, Cijagra, Lengkong, Kota Bandung, Jawa Barat"",""Nama SPPG"":""SPPG Kota Bandung Lengkong Cijagra 2"",""Lattitude"":-6.9487975,""longitude"":107.6261172,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",115,LENGKONG,CIJAGRA,"Jl. Cijagra No 73, Cijagra, Lengkong, Kota Bandung, Jawa Barat",SPPG Kota Bandung Lengkong Cijagra 2,-6.9487975,107.6261172,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.721288,-6.954415],[107.721057,-6.959731],[107.720306,-6.964998],[107.719042,-6.970166],[107.717277,-6.975186],[107.715029,-6.980009],[107.712317,-6.984588],[107.70917,-6.988879],[107.705617,-6.992842],[107.701692,-6.996438],[107.697433,-6.999632],[107.692881,-7.002393],[107.68808,-7.004696],[107.683077,-7.006517],[107.677919,-7.007839],[107.672656,-7.00865],[107.667338,-7.008941],[107.662018,-7.00871],[107.656746,-7.007959],[107.651573,-7.006695],[107.646549,-7.004931],[107.641722,-7.002683],[107.637139,-6.999974],[107.632844,-6.996828],[107.628878,-6.993277],[107.62528,-6.989355],[107.622083,-6.985099],[107.61932,-6.98055],[107.617017,-6.975753],[107.615195,-6.970753],[107.613873,-6.965599],[107.613062,-6.96034],[107.612771,-6.955027],[107.613003,-6.949711],[107.613756,-6.944444],[107.615021,-6.939275],[107.616787,-6.934255],[107.619037,-6.929433],[107.621749,-6.924854],[107.624897,-6.920563],[107.628451,-6.916601],[107.632377,-6.913006],[107.636635,-6.909812],[107.641187,-6.907052],[107.645987,-6.90475],[107.65099,-6.90293],[107.656148,-6.901608],[107.66141,-6.900798],[107.666726,-6.900507],[107.672045,-6.900739],[107.677316,-6.90149],[107.682488,-6.902754],[107.687511,-6.904518],[107.692336,-6.906765],[107.696918,-6.909475],[107.701213,-6.91262],[107.705178,-6.916171],[107.708776,-6.920092],[107.711972,-6.924348],[107.714735,-6.928896],[107.717039,-6.933692],[107.718861,-6.938691],[107.720185,-6.943845],[107.720996,-6.949103],[107.721288,-6.954415]]]},""properties"":{""No"":116,""Kecamatan SPPG"":""BUAHBATU"",""Kelurahan/Desa SPPG"":""MARGASARI"",""Alamat SPPG"":""Jl. Propelat Barat II No .5 , Margasari, Kec. Buahbatu, Kota Bandung, Jawa Barat"",""Nama SPPG"":""SPPG Kota Bandung Buahbatu Margasari 6"",""Lattitude"":-6.9547242,""longitude"":107.6670309,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",116,BUAHBATU,MARGASARI,"Jl. Propelat Barat II No .5 , Margasari, Kec. Buahbatu, Kota Bandung, Jawa Barat",SPPG Kota Bandung Buahbatu Margasari 6,-6.9547242,107.6670309,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.721225,-6.965978],[107.720994,-6.971293],[107.720243,-6.976561],[107.71898,-6.981729],[107.717215,-6.986749],[107.714966,-6.991571],[107.712255,-6.996151],[107.709107,-7.000442],[107.705554,-7.004405],[107.701629,-7.008001],[107.69737,-7.011195],[107.692818,-7.013956],[107.688017,-7.016258],[107.683013,-7.01808],[107.677855,-7.019402],[107.672592,-7.020213],[107.667274,-7.020504],[107.661954,-7.020273],[107.656682,-7.019522],[107.651508,-7.018259],[107.646484,-7.016495],[107.641657,-7.014247],[107.637074,-7.011537],[107.632779,-7.008392],[107.628813,-7.00484],[107.625215,-7.000918],[107.622018,-6.996662],[107.619255,-6.992114],[107.616952,-6.987316],[107.61513,-6.982317],[107.613807,-6.977162],[107.612997,-6.971903],[107.612706,-6.96659],[107.612938,-6.961275],[107.61369,-6.956007],[107.614955,-6.950839],[107.616721,-6.945819],[107.618971,-6.940996],[107.621683,-6.936418],[107.624832,-6.932126],[107.628386,-6.928164],[107.632311,-6.924569],[107.63657,-6.921376],[107.641122,-6.918615],[107.645922,-6.916313],[107.650925,-6.914493],[107.656083,-6.913171],[107.661345,-6.912361],[107.666661,-6.912071],[107.67198,-6.912302],[107.677251,-6.913053],[107.682423,-6.914317],[107.687446,-6.916081],[107.692272,-6.918328],[107.696854,-6.921038],[107.701149,-6.924183],[107.705114,-6.927733],[107.708712,-6.931655],[107.711908,-6.93591],[107.714672,-6.940458],[107.716976,-6.945255],[107.718798,-6.950254],[107.720121,-6.955407],[107.720933,-6.960665],[107.721225,-6.965978]]]},""properties"":{""No"":117,""Kecamatan SPPG"":""RANCASARI"",""Kelurahan/Desa SPPG"":""CIPAMOKOLAN"",""Alamat SPPG"":""Jalan Batu Raden X Nomor 6 RT/006 RW/007, Kelurahan Mekarjaya, Kecamatan Rancasari, Kota Bandung, Provinsi Jawa Barat"",""Nama SPPG"":""SPPG Kota Bandung Rancasari Cipamokolan 2"",""Lattitude"":-6.9662873,""longitude"":107.6669666,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",117,RANCASARI,CIPAMOKOLAN,"Jalan Batu Raden X Nomor 6 RT/006 RW/007, Kelurahan Mekarjaya, Kecamatan Rancasari, Kota Bandung, Provinsi Jawa Barat",SPPG Kota Bandung Rancasari Cipamokolan 2,-6.9662873,107.6669666,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.69631,-6.927977],[107.696079,-6.933293],[107.695328,-6.93856],[107.694064,-6.943728],[107.692298,-6.948748],[107.690049,-6.95357],[107.687338,-6.95815],[107.68419,-6.962441],[107.680637,-6.966404],[107.676712,-6.969999],[107.672453,-6.973193],[107.667901,-6.975954],[107.6631,-6.978256],[107.658097,-6.980077],[107.652939,-6.981398],[107.647676,-6.982209],[107.642358,-6.9825],[107.637038,-6.982268],[107.631766,-6.981517],[107.626594,-6.980253],[107.62157,-6.978489],[107.616743,-6.97624],[107.612161,-6.97353],[107.607866,-6.970384],[107.603901,-6.966833],[107.600303,-6.96291],[107.597107,-6.958654],[107.594344,-6.954105],[107.592041,-6.949307],[107.59022,-6.944307],[107.588898,-6.939153],[107.588088,-6.933894],[107.587798,-6.928581],[107.58803,-6.923265],[107.588782,-6.917997],[107.590048,-6.912829],[107.591815,-6.907809],[107.594065,-6.902987],[107.596777,-6.898408],[107.599926,-6.894117],[107.60348,-6.890155],[107.607405,-6.88656],[107.611664,-6.883367],[107.616216,-6.880607],[107.621016,-6.878305],[107.626019,-6.876485],[107.631176,-6.875164],[107.636438,-6.874354],[107.641754,-6.874064],[107.647073,-6.874296],[107.652344,-6.875047],[107.657515,-6.876311],[107.662538,-6.878076],[107.667363,-6.880324],[107.671945,-6.883034],[107.676239,-6.886179],[107.680203,-6.88973],[107.683801,-6.893652],[107.686997,-6.897908],[107.689759,-6.902456],[107.692063,-6.907253],[107.693885,-6.912252],[107.695208,-6.917406],[107.696019,-6.922664],[107.69631,-6.927977]]]},""properties"":{""No"":118,""Kecamatan SPPG"":""BATUNUNGGAL"",""Kelurahan/Desa SPPG"":""MALEER"",""Alamat SPPG"":""Jalan Kebon Gedang VIII No. 21/126, Kelurahan Maleer, Kecamatan Batununggal, Kota Bandung, Jawa Barat"",""Nama SPPG"":""SPPG Kota Bandung Batununggal Maleer"",""Lattitude"":-6.9282819,""longitude"":107.6420551,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",118,BATUNUNGGAL,MALEER,"Jalan Kebon Gedang VIII No. 21/126, Kelurahan Maleer, Kecamatan Batununggal, Kota Bandung, Jawa Barat",SPPG Kota Bandung Batununggal Maleer,-6.9282819,107.6420551,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.652269,-6.880335],[107.652037,-6.885651],[107.651285,-6.890918],[107.65002,-6.896086],[107.648255,-6.901106],[107.646005,-6.905929],[107.643293,-6.910507],[107.640145,-6.914799],[107.636591,-6.918761],[107.632666,-6.922356],[107.628407,-6.925549],[107.623855,-6.92831],[107.619054,-6.930611],[107.614051,-6.932431],[107.608893,-6.933753],[107.60363,-6.934562],[107.598313,-6.934853],[107.592994,-6.934621],[107.587722,-6.933869],[107.58255,-6.932604],[107.577527,-6.930839],[107.572701,-6.92859],[107.568119,-6.925879],[107.563825,-6.922732],[107.55986,-6.91918],[107.556263,-6.915257],[107.553068,-6.911],[107.550306,-6.90645],[107.548004,-6.901652],[107.546183,-6.896652],[107.544862,-6.891497],[107.544053,-6.886238],[107.543763,-6.880924],[107.543996,-6.875608],[107.544749,-6.870341],[107.546016,-6.865172],[107.547783,-6.860153],[107.550033,-6.85533],[107.552746,-6.850752],[107.555895,-6.846461],[107.559449,-6.842499],[107.563375,-6.838905],[107.567634,-6.835712],[107.572186,-6.832952],[107.576986,-6.830652],[107.581989,-6.828832],[107.587146,-6.827512],[107.592408,-6.826703],[107.597724,-6.826413],[107.603042,-6.826645],[107.608312,-6.827397],[107.613483,-6.828662],[107.618505,-6.830428],[107.62333,-6.832676],[107.627911,-6.835387],[107.632204,-6.838533],[107.636168,-6.842085],[107.639765,-6.846008],[107.64296,-6.850264],[107.645722,-6.854812],[107.648025,-6.85961],[107.649846,-6.864609],[107.651168,-6.869763],[107.651978,-6.875022],[107.652269,-6.880335]]]},""properties"":{""No"":119,""Kecamatan SPPG"":""SUKAJADI"",""Kelurahan/Desa SPPG"":""PASTEUR"",""Alamat SPPG"":""Jl. Karangsari No 12 Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat"",""Nama SPPG"":""SPPG Kota Bandung Sukajadi Pasteur 2"",""Lattitude"":-6.8806328,""longitude"":107.5980173,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",119,SUKAJADI,PASTEUR,"Jl. Karangsari No 12 Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat",SPPG Kota Bandung Sukajadi Pasteur 2,-6.8806328,107.5980173,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.684364,-6.912802],[107.684133,-6.918117],[107.683381,-6.923385],[107.682117,-6.928553],[107.680351,-6.933573],[107.678102,-6.938395],[107.67539,-6.942974],[107.672243,-6.947266],[107.668689,-6.951228],[107.664764,-6.954823],[107.660505,-6.958017],[107.655953,-6.960778],[107.651153,-6.96308],[107.646149,-6.964901],[107.640991,-6.966222],[107.635728,-6.967032],[107.630411,-6.967323],[107.625091,-6.967092],[107.619819,-6.96634],[107.614647,-6.965076],[107.609623,-6.963311],[107.604797,-6.961063],[107.600214,-6.958352],[107.59592,-6.955206],[107.591955,-6.951655],[107.588357,-6.947732],[107.585162,-6.943475],[107.582399,-6.938926],[107.580096,-6.934128],[107.578275,-6.929128],[107.576953,-6.923974],[107.576144,-6.918715],[107.575854,-6.913401],[107.576086,-6.908085],[107.576839,-6.902818],[107.578105,-6.897649],[107.579871,-6.89263],[107.582122,-6.887807],[107.584834,-6.883229],[107.587983,-6.878938],[107.591537,-6.874976],[107.595462,-6.871381],[107.599721,-6.868188],[107.604273,-6.865428],[107.609073,-6.863127],[107.614076,-6.861307],[107.619233,-6.859986],[107.624495,-6.859176],[107.629811,-6.858886],[107.63513,-6.859118],[107.6404,-6.85987],[107.645572,-6.861134],[107.650594,-6.862899],[107.655419,-6.865147],[107.660001,-6.867857],[107.664294,-6.871003],[107.668259,-6.874554],[107.671856,-6.878476],[107.675051,-6.882732],[107.677814,-6.887281],[107.680117,-6.892077],[107.681939,-6.897077],[107.683262,-6.902231],[107.684073,-6.907489],[107.684364,-6.912802]]]},""properties"":{""No"":120,""Kecamatan SPPG"":""BANDUNG WETAN"",""Kelurahan/Desa SPPG"":""CIHAPIT"",""Alamat SPPG"":""Jl. Mangga No. 29 Kel Cihapit Kec. Bandung Wetan, Kota Bandung Jawa Barat"",""Nama SPPG"":""SPPG Kota Bandung Bandung Wetan Cihapit 2"",""Lattitude"":-6.9131047,""longitude"":107.6301099,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",120,BANDUNG WETAN,CIHAPIT,"Jl. Mangga No. 29 Kel Cihapit Kec. Bandung Wetan, Kota Bandung Jawa Barat",SPPG Kota Bandung Bandung Wetan Cihapit 2,-6.9131047,107.6301099,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.671999,-6.88586],[107.671768,-6.891175],[107.671016,-6.896443],[107.669751,-6.901611],[107.667986,-6.906631],[107.665736,-6.911453],[107.663025,-6.916032],[107.659877,-6.920323],[107.656324,-6.924286],[107.652398,-6.927881],[107.64814,-6.931074],[107.643588,-6.933835],[107.638787,-6.936137],[107.633784,-6.937957],[107.628626,-6.939279],[107.623363,-6.940088],[107.618046,-6.940379],[107.612727,-6.940147],[107.607455,-6.939395],[107.602283,-6.938131],[107.59726,-6.936366],[107.592434,-6.934117],[107.587852,-6.931407],[107.583557,-6.92826],[107.579593,-6.924708],[107.575995,-6.920785],[107.5728,-6.916528],[107.570038,-6.911979],[107.567736,-6.907181],[107.565915,-6.902181],[107.564593,-6.897027],[107.563784,-6.891767],[107.563494,-6.886454],[107.563727,-6.881138],[107.56448,-6.87587],[107.565746,-6.870702],[107.567512,-6.865682],[107.569763,-6.86086],[107.572476,-6.856281],[107.575624,-6.85199],[107.579178,-6.848029],[107.583104,-6.844434],[107.587363,-6.841241],[107.591914,-6.838481],[107.596714,-6.83618],[107.601717,-6.834361],[107.606874,-6.83304],[107.612136,-6.832231],[107.617452,-6.831941],[107.62277,-6.832173],[107.62804,-6.832925],[107.633211,-6.83419],[107.638233,-6.835955],[107.643058,-6.838203],[107.647639,-6.840913],[107.651933,-6.844059],[107.655897,-6.847611],[107.659494,-6.851533],[107.662689,-6.855789],[107.665451,-6.860338],[107.667754,-6.865135],[107.669575,-6.870134],[107.670898,-6.875288],[107.671708,-6.880547],[107.671999,-6.88586]]]},""properties"":{""No"":121,""Kecamatan SPPG"":""COBLONG"",""Kelurahan/Desa SPPG"":""SEKELOA"",""Alamat SPPG"":""Jl. Kubang Utara II No.19 Rt.002 / Rw.007, Kel. Sekeloa, Kec. Coblong, Kota Bandung"",""Nama SPPG"":""SPPG Kota Bandung Coblong Lebak Gede 3"",""Lattitude"":-6.8861599,""longitude"":107.6177478,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",121,COBLONG,SEKELOA,"Jl. Kubang Utara II No.19 Rt.002 / Rw.007, Kel. Sekeloa, Kec. Coblong, Kota Bandung",SPPG Kota Bandung Coblong Lebak Gede 3,-6.8861599,107.6177478,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.6501,-6.934065],[107.649869,-6.93938],[107.649117,-6.944648],[107.647852,-6.949816],[107.646086,-6.954836],[107.643837,-6.959658],[107.641125,-6.964237],[107.637976,-6.968529],[107.634422,-6.972491],[107.630497,-6.976086],[107.626237,-6.97928],[107.621685,-6.982041],[107.616884,-6.984342],[107.61188,-6.986163],[107.606721,-6.987484],[107.601458,-6.988294],[107.596141,-6.988584],[107.59082,-6.988353],[107.585548,-6.987601],[107.580375,-6.986336],[107.575351,-6.984571],[107.570525,-6.982322],[107.565942,-6.979612],[107.561648,-6.976465],[107.557682,-6.972913],[107.554085,-6.96899],[107.550889,-6.964733],[107.548127,-6.960184],[107.545824,-6.955386],[107.544003,-6.950386],[107.542682,-6.945231],[107.541872,-6.939971],[107.541582,-6.934658],[107.541815,-6.929342],[107.542568,-6.924074],[107.543834,-6.918906],[107.545601,-6.913886],[107.547852,-6.909064],[107.550565,-6.904485],[107.553714,-6.900194],[107.557269,-6.896232],[107.561194,-6.892638],[107.565454,-6.889445],[107.570006,-6.886685],[107.574807,-6.884384],[107.57981,-6.882564],[107.584968,-6.881244],[107.59023,-6.880434],[107.595547,-6.880145],[107.600866,-6.880377],[107.606136,-6.881129],[107.611308,-6.882393],[107.616331,-6.884159],[107.621156,-6.886407],[107.625738,-6.889118],[107.630032,-6.892264],[107.633996,-6.895815],[107.637594,-6.899738],[107.640789,-6.903994],[107.643551,-6.908542],[107.645855,-6.913339],[107.647676,-6.918339],[107.648999,-6.923493],[107.649809,-6.928752],[107.6501,-6.934065]]]},""properties"":{""No"":122,""Kecamatan SPPG"":""BOJONGLOA KALER"",""Kelurahan/Desa SPPG"":""BABAKAN ASIH"",""Alamat SPPG"":""Jl. Kopo No. 176 Babakan Asih Bojongloa Kaler Kota Bandung 40232"",""Nama SPPG"":""SPPG Kota Bandung Bojongloa Kaler Babakan Asih"",""Lattitude"":-6.9343645,""longitude"":107.5958424,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",122,BOJONGLOA KALER,BABAKAN ASIH,Jl. Kopo No. 176 Babakan Asih Bojongloa Kaler Kota Bandung 40232,SPPG Kota Bandung Bojongloa Kaler Babakan Asih,-6.9343645,107.5958424,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[107.651534,-6.873151],[107.651303,-6.878466],[107.650551,-6.883734],[107.649286,-6.888902],[107.64752,-6.893922],[107.64527,-6.898744],[107.642559,-6.903323],[107.639411,-6.907614],[107.635857,-6.911577],[107.631932,-6.915172],[107.627673,-6.918365],[107.623121,-6.921125],[107.61832,-6.923427],[107.613317,-6.925247],[107.608159,-6.926568],[107.602896,-6.927378],[107.597579,-6.927668],[107.59226,-6.927436],[107.586988,-6.926684],[107.581816,-6.925419],[107.576793,-6.923654],[107.571967,-6.921405],[107.567385,-6.918694],[107.563091,-6.915547],[107.559127,-6.911995],[107.55553,-6.908072],[107.552335,-6.903815],[107.549573,-6.899265],[107.547271,-6.894467],[107.54545,-6.889467],[107.544129,-6.884312],[107.54332,-6.879053],[107.54303,-6.873739],[107.543263,-6.868423],[107.544017,-6.863156],[107.545283,-6.857987],[107.54705,-6.852968],[107.549301,-6.848145],[107.552013,-6.843567],[107.555162,-6.839276],[107.558716,-6.835314],[107.562642,-6.83172],[107.566901,-6.828527],[107.571453,-6.825767],[107.576253,-6.823467],[107.581256,-6.821647],[107.586413,-6.820327],[107.591675,-6.819518],[107.59699,-6.819228],[107.602309,-6.819461],[107.607579,-6.820213],[107.61275,-6.821478],[107.617772,-6.823243],[107.622596,-6.825492],[107.627177,-6.828202],[107.63147,-6.831349],[107.635434,-6.8349],[107.639031,-6.838823],[107.642226,-6.843079],[107.644988,-6.847628],[107.64729,-6.852425],[107.649111,-6.857425],[107.650433,-6.862579],[107.651244,-6.867838],[107.651534,-6.873151]]]},""properties"":{""No"":123,""Kecamatan SPPG"":""CIDADAP"",""Kelurahan/Desa SPPG"":""HEGARMANAH"",""Alamat SPPG"":""Jl. Budisari VII Nomor 17, Rt 002, Rw 005, Hegarmanah, Cidadap, Kota Bandung, Jawa Barat"",""Nama SPPG"":""SPPG Kota Bandung Cidadap Hegarmanah 2"",""Lattitude"":-6.8734481,""longitude"":107.5972836,""<img>-tooltip"":""https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg"",""Unnamed: 8"":null,""Unnamed: 9"":null,""Unnamed: 10"":null,""Unnamed: 11"":null}}",123,CIDADAP,HEGARMANAH,"Jl. Budisari VII Nomor 17, Rt 002, Rw 005, Hegarmanah, Cidadap, Kota Bandung, Jawa Barat",SPPG Kota Bandung Cidadap Hegarmanah 2,-6.8734481,107.5972836,https://asset.kompas.com/crops/BVr74cETaZdERlVXHj4ploXzglE=/0x0:0x0/1200x800/data/photo/2025/05/14/68242bc4c5d3f.jpg,,,,
